"ID","CBRD","BDAT","FDAT","LACT","FTDAT","XLAME","LLAME","LMREM","Event","DIM","Date","Remark","Protocols","Technician",
       154 ,H    ,09/01/16,09/20/19,   2 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 118 ,01/16/20,CAR4            ,                ,,
       160 ,H    ,09/01/16,08/22/18,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 205 ,03/15/19,CAR4            ,                ,,
       161 ,H    ,09/01/16,03/31/20,   2 ,00000000 ,    0 ,    0 ,-        ,DIED       , 107 ,07/16/20,DOWN            ,                ,,
       164 ,H    ,09/01/16,10/24/18,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 168 ,04/10/19,CAR4            ,                ,,
       166 ,H    ,09/01/16,08/20/18,   1 ,08/30/18,    1 ,    0 ,TRIM     ,SOLD       , 186 ,02/22/19,CAR4            ,                ,,
       169 ,H    ,09/01/16,12/15/19,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 214 ,07/16/20,CAR4            ,                ,,
       175 ,H    ,08/15/18,09/11/20,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       , 290 ,06/28/21,DOWN            ,                ,,
       176 ,H    ,08/15/18,09/08/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 211 ,04/07/22,CAR4            ,                ,,
       182 ,H    ,08/16/18,06/21/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 155 ,11/23/20,CAR4            ,                ,,
       185 ,H    ,08/16/18,11/04/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 326 ,09/26/22,CAR3            ,                ,,
       194 ,H    ,08/17/18,03/31/22,   2 ,05/27/22,    1 ,    1 ,TETDRR   ,SOLD       , 119 ,07/28/22,CAR4            ,                ,,
       200 ,H    ,08/18/18,10/29/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  98 ,02/04/22,CAR4            ,                ,,
       201 ,H    ,08/18/18,07/23/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 161 ,12/31/20,CAR4            ,                ,,
       202 ,H    ,08/18/18,06/12/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 356 ,06/03/21,CAR4            ,                ,,
       211 ,H    ,08/18/18,08/09/21,   2 ,11/18/21,    1 ,    0 ,ABXFRRII ,DIED       , 104 ,11/21/21,LAME            ,                ,,
       228 ,H    ,08/20/18,09/07/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 119 ,01/04/21,CAR4            ,                ,,
       237 ,H    ,08/21/18,09/03/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 406 ,10/14/22,CAR4            ,                ,,
       241 ,H    ,08/21/18,06/14/20,   1 ,12/09/21,    1 ,    0 ,TETDRRII ,SOLD       , 582 ,01/17/22,CAR4            ,                ,,
       251 ,H    ,08/22/18,07/06/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 549 ,01/06/22,CAR4            ,                ,,
       255 ,H    ,08/23/18,07/22/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 538 ,01/11/22,CAR4            ,                ,,
       258 ,H    ,08/23/18,07/30/20,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       , 372 ,08/06/21,DOWN            ,                ,,
       266 ,H    ,08/24/18,07/06/20,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       , 218 ,02/09/21,DOWN            ,                ,,
       267 ,H    ,08/25/18,11/12/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 146 ,04/07/22,CAR4            ,                ,,
       269 ,H    ,08/25/18,09/24/20,   1 ,12/03/20,    1 ,    0 ,D        ,SOLD       ,  98 ,12/31/20,CAR4            ,                ,,
       280 ,H    ,08/26/18,03/05/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 328 ,01/27/23,CAR4            ,                ,,
       282 ,H    ,08/26/18,07/31/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 279 ,05/06/21,CAR4            ,                ,,
       284 ,H    ,08/26/18,07/06/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 302 ,05/04/21,MISSING         ,                ,,
       289 ,H    ,08/26/18,09/03/20,   1 ,10/22/20,    1 ,    0 ,F        ,SOLD       , 182 ,03/04/21,CAR4            ,                ,,
       290 ,H    ,08/27/18,08/14/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 237 ,04/08/21,CAR4            ,                ,,
       292 ,H    ,08/27/18,08/19/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 186 ,02/21/22,CAR1            ,                ,,
       294 ,H    ,08/28/18,09/04/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 115 ,12/28/20,CAR4            ,                ,,
       303 ,H    ,08/28/18,09/08/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 451 ,12/03/21,CAR4            ,                ,,
       304 ,H    ,08/28/18,07/02/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 494 ,11/08/21,CAR4            ,                ,,
       305 ,H    ,08/28/18,07/19/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 462 ,10/24/22,CAR4            ,                ,,
       312 ,H    ,08/30/18,07/24/20,   1 ,11/05/20,    1 ,    0 ,TRIM     ,SOLD       , 472 ,11/08/21,CAR4            ,                ,,
       313 ,H    ,08/30/18,02/06/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 328 ,12/31/22,MISSING         ,                ,,
       318 ,H    ,08/30/18,09/08/21,   2 ,04/05/22,    2 ,    0 ,ABXFRRII ,SOLD       , 211 ,04/07/22,CAR4            ,                ,,
       333 ,H    ,09/02/18,11/20/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 458 ,02/21/22,CAR4            ,                ,,
       335 ,H    ,09/02/18,11/13/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 422 ,01/09/23,CAR4            ,                ,,
       338 ,H    ,09/02/18,09/10/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 112 ,12/31/20,CAR4            ,                ,,
       342 ,H    ,09/03/18,07/24/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  47 ,09/09/20,CAR2            ,                ,,
       344 ,H    ,09/03/18,12/31/21,   2 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 506 ,05/21/23,CAR4            ,                ,,
       348 ,H    ,09/03/18,08/12/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 421 ,10/07/21,CAR4            ,                ,,
       358 ,H    ,09/01/18,11/05/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 437 ,01/16/23,CAR4            ,                ,,
       360 ,H    ,09/01/18,08/03/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 126 ,12/07/20,CAR4            ,                ,,
       371 ,H    ,09/06/18,11/07/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  96 ,02/11/21,CAR4            ,                ,,
       375 ,H    ,09/06/18,07/18/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 306 ,05/20/22,CAR4            ,                ,,
       384 ,H    ,09/07/18,08/06/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  62 ,10/07/21,CAR4            ,                ,,
       393 ,H    ,09/08/18,09/18/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 441 ,12/03/21,CAR4            ,                ,,
       399 ,H    ,09/09/18,09/09/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 373 ,09/17/21,CAR4            ,                ,,
       403 ,H    ,09/09/18,09/05/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  80 ,11/24/21,CAR3            ,                ,,
       410 ,H    ,09/10/18,08/31/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  87 ,11/26/21,CAR1            ,                ,,
       411 ,H    ,09/10/18,11/29/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 369 ,12/03/21,CAR4            ,                ,,
       412 ,H    ,09/10/18,12/31/21,   2 ,03/17/22,    1 ,    0 ,TETDLRII ,DIED       ,  97 ,04/07/22,DOWN            ,                ,,
       416 ,H    ,09/11/18,12/09/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 467 ,03/21/22,CAR4            ,                ,,
       421 ,H    ,09/11/18,08/13/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 103 ,11/24/20,CAR4            ,                ,,
       428 ,H    ,09/12/18,08/04/20,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       ,  91 ,11/03/20,DOWN            ,                ,,
       431 ,H    ,09/12/18,09/13/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 415 ,11/02/21,CAR4            ,                ,,
       433 ,H    ,09/13/18,08/03/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  56 ,09/28/20,CAR4            ,                ,,
       435 ,H    ,09/13/18,08/22/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 146 ,01/15/21,CAR4            ,                ,,
       444 ,H    ,09/14/18,10/16/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  80 ,01/04/21,CAR4            ,                ,,
       450 ,H    ,09/15/18,09/09/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 231 ,04/28/22,CAR4            ,                ,,
       451 ,H    ,09/15/18,07/25/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 258 ,04/09/21,CAR4            ,                ,,
       455 ,H    ,09/16/18,03/22/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 146 ,08/15/22,     N/M,                ,,
       458 ,H    ,09/17/18,12/11/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  62 ,02/11/21,CAR4            ,                ,,
       459 ,H    ,09/17/18,07/17/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 448 ,10/08/21,CAR4            ,                ,,
       464 ,H    ,09/18/18,07/13/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 483 ,11/08/21,CAR4            ,                ,,
       465 ,H    ,09/18/18,08/16/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 375 ,08/26/21,CAR4            ,                ,,
       467 ,H    ,09/18/18,08/06/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 435 ,10/15/21,CAR4            ,                ,,
       472 ,H    ,09/18/18,08/10/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 312 ,06/18/21,CAR1            ,                ,,
       473 ,H    ,09/18/18,10/24/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 167 ,04/09/21,CAR4            ,                ,,
       491 ,H    ,09/23/18,08/15/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 142 ,01/04/21,CAR4            ,                ,,
       499 ,H    ,09/25/18,01/29/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 322 ,12/17/21,CAR4            ,                ,,
       500 ,H    ,09/25/18,08/09/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 515 ,01/06/22,CAR4            ,                ,,
       505 ,H    ,09/27/18,08/18/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 303 ,06/17/22,CAR4            ,                ,,
       514 ,H    ,10/01/18,09/12/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 309 ,07/18/22,CAR4            ,                ,,
       520 ,H    ,10/05/18,08/17/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 507 ,01/06/22,CAR4            ,                ,,
       523 ,H    ,10/07/18,11/19/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 353 ,11/07/22,CAR4            ,                ,,
       526 ,H    ,10/07/18,11/06/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 434 ,01/14/22,CAR1            ,                ,,
       534 ,H    ,10/17/18,11/01/20,   1 ,10/21/21,    2 ,    0 ,ABXFLRII ,SOLD       , 435 ,01/10/22,CAR4            ,                ,,
       550 ,H    ,10/29/18,02/16/21,   1 ,02/18/21,    1 ,    0 ,TBLOCK   ,SOLD       ,  16 ,03/04/21,CAR4            ,                ,,
       555 ,H    ,07/20/16,06/10/18,   1 ,10/16/18,    1 ,    0 ,F        ,SOLD       , 124 ,10/12/18,CAR4            ,                ,,
       561 ,H    ,07/20/16,06/10/18,   1 ,02/26/19,    2 ,    0 ,U        ,SOLD       , 263 ,02/28/19,CAR4            ,                ,,
       563 ,H    ,11/03/18,10/18/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 116 ,02/11/21,CAR4            ,                ,,
       564 ,H    ,11/04/18,10/16/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  80 ,01/04/21,CAR4            ,                ,,
       565 ,H    ,11/05/18,09/21/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 380 ,10/06/21,MISSING         ,                ,,
       569 ,H    ,11/05/18,01/15/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  84 ,04/09/21,CAR4            ,                ,,
       585 ,H    ,11/13/18,12/21/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 427 ,02/21/22,CAR4            ,                ,,
       590 ,H    ,11/19/18,01/07/21,   1 ,02/04/21,    1 ,    0 ,TRIM     ,SOLD       ,  56 ,03/04/21,CAR4            ,                ,,
       592 ,H    ,11/27/18,05/18/22,   2 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 254 ,01/27/23,CAR4            ,                ,,
       593 ,H    ,07/20/16,06/23/19,   2 ,11/05/19,    2 ,    1 ,U        ,SOLD       , 138 ,11/08/19,CAR4            ,                ,,
       597 ,H    ,07/20/16,06/25/19,   2 ,00000000 ,    0 ,    0 ,-        ,DIED       , 452 ,09/19/20,DOWN            ,                ,,
       599 ,H    ,07/20/16,06/10/18,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 129 ,10/17/18,CAR4            ,                ,,
       606 ,H    ,11/18/18,09/28/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 361 ,09/24/21,CAR4            ,                ,,
       608 ,H    ,12/16/18,01/13/21,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       , 112 ,05/05/21,DOWN            ,                ,,
       609 ,H    ,07/20/16,07/19/19,   2 ,00000000 ,    0 ,    1 ,-        ,SOLD       ,  41 ,08/29/19,CAR4            ,                ,,
       613 ,H    ,12/07/18,11/18/20,   1 ,03/11/21,    1 ,    0 ,TRIM     ,DIED       , 132 ,03/30/21,DOWN            ,                ,,
       614 ,H    ,07/20/16,06/10/18,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 274 ,03/11/19,CAR4            ,                ,,
       615 ,H    ,07/20/16,06/10/18,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 249 ,02/14/19,CAR4            ,                ,,
       621 ,H    ,12/13/18,01/27/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 242 ,09/26/22,CAR4            ,                ,,
       622 ,H    ,12/19/18,11/18/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 270 ,08/15/22,CAR4            ,                ,,
       623 ,H    ,12/20/18,09/25/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 478 ,01/16/23,CAR4            ,                ,,
       626 ,H    ,12/20/18,11/21/21,   2 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 386 ,12/12/22,CAR4            ,                ,,
       645 ,X    ,01/20/19,02/09/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 552 ,08/15/22,CAR1            ,                ,,
       649 ,H    ,01/24/19,01/16/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  83 ,04/09/21,CAR4            ,                ,,
       659 ,H    ,02/04/19,12/12/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  82 ,03/04/21,CAR4            ,                ,,
       667 ,H    ,03/11/19,02/22/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  73 ,05/06/21,CAR4            ,                ,,
       673 ,H    ,05/10/19,05/19/22,   2 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 313 ,03/28/23,CAR1            ,                ,,
       680 ,H    ,05/22/19,05/14/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  88 ,08/10/21,CAR4            ,                ,,
       693 ,H    ,06/09/19,01/11/23,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 178 ,07/08/23,LEGEND          ,                ,,
       700 ,H    ,07/20/16,06/15/19,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 611 ,02/15/21,CAR4            ,                ,,
       721 ,H    ,08/28/19,09/08/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 121 ,01/07/22,CAR4            ,                ,,
       722 ,H    ,08/28/19,08/07/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  87 ,11/02/21,CAR3            ,                ,,
       728 ,H    ,12/26/18,02/05/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 409 ,03/21/22,CAR4            ,                ,,
       731 ,H    ,12/05/18,10/14/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 212 ,05/14/21,CAR4            ,                ,,
       732 ,H    ,03/11/19,03/15/21,   1 ,12/24/21,    1 ,    0 ,TETDLRII ,SOLD       , 490 ,07/18/22,CAR4            ,                ,,
       737 ,H    ,12/14/18,01/01/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  62 ,03/04/21,CAR4            ,                ,,
       739 ,H    ,01/29/19,06/04/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 479 ,09/26/22,CAR4            ,                ,,
       743 ,H    ,03/14/19,04/29/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  76 ,07/14/22,MISSING         ,                ,,
       749 ,H    ,01/15/19,03/09/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 468 ,06/20/23,CAR4            ,                ,,
       757 ,H    ,02/09/19,02/15/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 181 ,08/15/22,CAR1            ,                ,,
       758 ,H    ,12/15/18,01/09/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 363 ,01/07/22,CAR4            ,                ,,
       762 ,H    ,12/01/18,09/26/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 195 ,04/09/21,CAR4            ,                ,,
       768 ,H    ,12/01/18,12/30/20,   1 ,10/07/21,    3 ,    0 ,BLKURRII ,DIED       , 541 ,06/24/22,BLOATED         ,                ,,
       770 ,H    ,12/01/18,04/04/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 252 ,12/12/22,CAR4            ,                ,,
       771 ,H    ,12/01/18,10/12/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 206 ,05/06/21,CAR4            ,                ,,
       774 ,H    ,12/01/18,12/06/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 165 ,05/20/22,CAR4            ,                ,,
       777 ,H    ,12/15/18,11/26/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 466 ,03/07/22,CAR4            ,                ,,
       782 ,H    ,03/09/19,07/30/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 452 ,10/25/22,CAR4            ,                ,,
       794 ,H    ,12/01/18,02/08/21,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  87 ,05/06/21,CAR4            ,                ,,
       796 ,H    ,12/01/18,11/29/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 596 ,07/18/22,CAR4            ,                ,,
       799 ,H    ,01/16/19,12/23/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 491 ,04/28/22,CAR4            ,                ,,
       804 ,H    ,09/01/16,09/05/19,   2 ,00000000 ,    0 ,    0 ,-        ,DIED       ,  95 ,12/09/19,SICK            ,                ,,
       805 ,J    ,06/25/19,07/16/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 324 ,06/05/23,CAR4            ,                ,,
       811 ,H    ,12/01/18,09/18/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 114 ,01/10/22,4               ,                ,,
       811 ,J    ,06/12/19,05/30/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 371 ,06/05/23,CAR4            ,                ,,
       816 ,H    ,09/01/16,09/15/18,   1 ,10/16/18,    1 ,    0 ,F        ,DIED       ,  59 ,11/13/18,                ,                ,,
       817 ,H    ,09/01/16,08/24/19,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  62 ,10/25/19,CAR4            ,                ,,
       818 ,H    ,09/01/16,09/15/18,   1 ,03/07/19,    1 ,    0 ,F        ,SOLD       , 207 ,04/10/19,CAR4            ,                ,,
       819 ,H    ,09/01/16,09/15/18,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 198 ,04/01/19,CAR4            ,                ,,
       821 ,H    ,09/12/13,09/15/18,   4 ,10/18/18,    3 ,    0 ,T        ,SOLD       ,  40 ,10/25/18,LAME            ,                ,,
       836 ,H    ,12/01/18,10/14/20,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       , 110 ,02/01/21,DOWN            ,                ,,
       838 ,H    ,09/01/16,09/15/18,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  93 ,12/17/18,CAR4            ,                ,,
       838 ,J    ,01/08/19,06/22/22,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 125 ,10/25/22,CAR4            ,                ,,
       839 ,H    ,09/01/16,09/15/18,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 107 ,12/31/18,CAR4            ,                ,,
       839 ,J    ,01/03/19,05/27/22,   2 ,02/11/23,    1 ,    0 ,BLKWLR   ,DRY        , 400 ,07/01/23,ALBADRY         ,ALBADRY         ,,
