"ID","CBRD","BDAT","FDAT","LACT","FTDAT","XLAME","LLAME","LMREM","Event","DIM","Date","Remark","Protocols","Technician",
        27 ,H    ,08/06/18,12/16/22,   3 ,03/20/23,    1 ,    0 ,TETDLR   ,SOLD       , 115 ,04/10/23,CAR4            ,                ,,
        28 ,H    ,08/06/18,11/02/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 275 ,08/04/21,ORBEN           ,ORBENIN         ,,
        28 ,H    ,08/06/18,10/03/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 297 ,07/27/22,ORBEN           ,ORBENIN         ,,
        28 ,H    ,08/06/18,10/28/22,   3 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 237 ,06/22/23,CAR3            ,                ,,
        30 ,H    ,08/06/18,07/06/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 352 ,06/23/21,ORBEN           ,ORBENIN         ,,
        30 ,H    ,08/06/18,08/16/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 281 ,05/24/22,ALBADRY         ,ALBADRY         ,,
        30 ,H    ,08/06/18,07/18/22,   3 ,00000000 ,    0 ,    0 ,-        ,DRY        , 323 ,06/06/23,ORBEN           ,ORBENIN         ,,
        31 ,J    ,06/25/19,06/13/22,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 268 ,03/08/23,ORBEN           ,ORBENIN         ,,
        32 ,H    ,12/22/18,11/04/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 301 ,09/01/21,ORBEN           ,ORBENIN         ,,
        32 ,H    ,12/22/18,10/28/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 442 ,01/13/23,ORBEN           ,ORBENIN         ,,
        33 ,H    ,02/03/19,12/21/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 296 ,10/13/21,ORBEN           ,ORBENIN         ,,
        33 ,H    ,02/03/19,12/15/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 364 ,12/14/22,ORBEN           ,ORBENIN         ,,
        37 ,H    ,01/01/19,01/11/21,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 296 ,11/03/21,ORBEN           ,ORBENIN         ,,
        37 ,H    ,01/01/19,01/05/22,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 335 ,12/06/22,ORBEN           ,ORBENIN         ,,
        38 ,H    ,08/02/18,06/24/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 273 ,03/24/21,ALBADRY         ,ALBADRY         ,,
        38 ,H    ,08/02/18,05/29/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 269 ,02/22/22,ORBEN           ,ORBENIN         ,,
        38 ,H    ,08/02/18,05/05/22,   3 ,00000000 ,    0 ,    0 ,-        ,DRY        , 285 ,02/14/23,ORBEN           ,ORBENIN         ,,
        39 ,H    ,08/03/18,07/04/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 396 ,08/04/21,ORBEN           ,ORBENIN         ,,
        39 ,H    ,08/03/18,10/01/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 467 ,01/11/23,ORBEN           ,ORBENIN         ,,
        39 ,H    ,08/03/18,05/11/23,   3 ,08/11/23,    1 ,    0 ,ABXFRR   ,SOLD       , 102 ,08/21/23,CR              ,                ,,
        42 ,H    ,08/03/18,09/14/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,   7 ,09/21/20,BRISKET         ,                ,,
        43 ,H    ,08/03/18,07/20/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 331 ,06/16/21,ORBEN           ,ORBENIN         ,,
        45 ,H    ,08/03/18,07/06/20,   1 ,02/18/21,    1 ,    0 ,TRIM     ,DRY        , 387 ,07/28/21,ORBEN           ,ORBENIN         ,,
        45 ,H    ,08/03/18,10/03/21,   2 ,00000000 ,    0 ,    1 ,-        ,DRY        , 304 ,08/03/22,ORBEN           ,ORBENIN         ,,
        45 ,H    ,08/03/18,09/30/22,   3 ,07/06/23,    1 ,    1 ,TETDLR   ,DRY        , 277 ,07/04/23,ALBADRY         ,ALBADRY         ,,
        47 ,H    ,01/28/19,01/26/21,   1 ,11/26/21,    1 ,    0 ,TETDMQRR ,DRY        , 281 ,11/03/21,ORBEN           ,ORBENIN         ,,
        47 ,H    ,01/28/19,01/14/22,   2 ,08/15/22,    1 ,    1 ,TETDRR   ,DRY        , 312 ,11/22/22,ORBEN           ,ORBENIN         ,,
        48 ,H    ,08/04/18,08/08/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 361 ,08/04/21,ORBEN           ,ORBENIN         ,,
        48 ,H    ,08/04/18,10/07/21,   2 ,09/20/22,    1 ,    0 ,TETDLR   ,DRY        , 349 ,09/21/22,ORBEN           ,ORBENIN         ,,
        48 ,H    ,08/04/18,11/28/22,   3 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 205 ,06/21/23,CAR4            ,                ,,
        49 ,H    ,08/04/18,07/16/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 384 ,08/04/21,ORBEN           ,ORBENIN         ,,
        49 ,H    ,08/04/18,10/08/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 285 ,07/20/22,ORBEN           ,ORBENIN         ,,
        49 ,H    ,08/04/18,09/14/22,   3 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 208 ,04/10/23,CAR4            ,                ,,
        50 ,H    ,08/15/12,10/17/18,   4 ,00000000 ,    0 ,    1 ,-        ,SOLD       ,   9 ,10/26/18,SHITS           ,                ,,
        51 ,H    ,08/04/18,07/04/20,   1 ,06/14/21,    1 ,    0 ,D        ,DRY        , 346 ,06/15/21,ORBEN           ,ORBENIN         ,,
        52 ,H    ,08/04/18,07/02/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 286 ,04/14/21,ALBADRY         ,ALBADRY         ,,
        52 ,H    ,08/04/18,06/28/21,   2 ,12/09/21,    1 ,    0 ,TETDRRII ,DRY        , 513 ,11/23/22,ORBEN           ,ORBENIN         ,,
        54 ,H    ,08/06/18,07/25/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 410 ,09/08/21,ORBEN           ,ORBENIN         ,,
        56 ,H    ,08/06/18,08/23/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 388 ,09/15/21,ORBEN           ,ORBENIN         ,,
        56 ,H    ,08/06/18,11/19/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 369 ,11/23/22,CAR4            ,                ,,
        57 ,H    ,08/07/18,08/14/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 516 ,01/12/22,ORBEN           ,ORBENIN         ,,
        57 ,H    ,08/07/18,03/30/22,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 280 ,01/04/23,ORBEN           ,ORBENIN         ,,
        58 ,H    ,08/07/18,09/29/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 323 ,08/18/21,ORBEN           ,ORBENIN         ,,
        58 ,H    ,08/07/18,10/21/21,   2 ,03/24/22,    1 ,    0 ,TETDRRII ,DRY        , 313 ,08/30/22,ORBEN           ,ORBENIN         ,,
        59 ,H    ,08/07/18,07/25/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 389 ,08/18/21,ORBEN           ,ORBENIN         ,,
        59 ,H    ,08/07/18,10/21/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 341 ,09/27/22,ORBEN           ,ORBENIN         ,,
        60 ,H    ,08/07/18,07/22/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 371 ,07/28/21,ORBEN           ,ORBENIN         ,,
        60 ,H    ,08/07/18,09/18/21,   2 ,12/16/21,    1 ,    0 ,TETDRRII ,DRY        , 312 ,07/27/22,ORBEN           ,ORBENIN         ,,
        60 ,H    ,08/07/18,09/10/22,   3 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 286 ,06/23/23,ABORT           ,                ,,
        61 ,H    ,08/07/18,08/03/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 303 ,06/02/21,ALBADRY         ,ALBADRY         ,,
        61 ,H    ,08/07/18,07/31/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 340 ,07/06/22,ORBEN           ,ORBENIN         ,,
        61 ,H    ,08/07/18,09/06/22,   3 ,00000000 ,    0 ,    0 ,-        ,DRY        , 301 ,07/04/23,ALBADRY         ,ALBADRY         ,,
        62 ,H    ,08/07/18,06/28/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 283 ,04/07/21,ALBADRY         ,ALBADRY         ,,
        62 ,H    ,08/07/18,06/19/21,   2 ,11/08/21,    1 ,    0 ,TETDLFII ,DRY        , 283 ,03/29/22,ORBEN           ,ORBENIN         ,,
        62 ,H    ,08/07/18,06/07/22,   3 ,00000000 ,    0 ,    1 ,-        ,DRY        , 294 ,03/28/23,ORBEN           ,ORBENIN         ,,
        63 ,H    ,01/15/19,12/25/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 600 ,08/17/22,ORBEN           ,ORBENIN         ,,
        63 ,H    ,01/15/19,09/07/22,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 244 ,05/09/23,ORBEN           ,ORBENIN         ,,
        64 ,H    ,08/07/18,06/20/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 284 ,03/31/21,ALBADRY         ,ALBADRY         ,,
        64 ,H    ,08/07/18,05/28/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 284 ,03/08/22,ORBEN           ,ORBENIN         ,,
        64 ,H    ,08/07/18,06/14/22,   3 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 330 ,05/10/23,CAR4            ,                ,,
        65 ,H    ,08/08/18,06/24/20,   1 ,04/01/21,    1 ,    0 ,TRIM     ,DRY        , 371 ,06/30/21,ORBEN           ,ORBENIN         ,,
        65 ,H    ,08/08/18,09/05/21,   2 ,00000000 ,    0 ,    1 ,-        ,DRY        , 304 ,07/06/22,ORBEN           ,ORBENIN         ,,
        65 ,H    ,08/08/18,09/08/22,   3 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 286 ,06/21/23,CAR4            ,                ,,
        66 ,H    ,08/08/18,07/01/20,   1 ,00000000 ,    0 ,    1 ,-        ,DRY        , 280 ,04/07/21,ALBADRY         ,ALBADRY         ,,
        66 ,H    ,08/08/18,06/19/21,   2 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 292 ,04/07/22,BLOOD SH        ,                ,,
        67 ,H    ,08/08/18,06/20/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 417 ,08/11/21,ORBEN           ,ORBENIN         ,,
        67 ,H    ,08/08/18,10/19/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 358 ,10/12/22,CAR4            ,                ,,
        69 ,H    ,08/09/18,06/15/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 289 ,03/31/21,ALBADRY         ,ALBADRY         ,,
        69 ,H    ,08/09/18,06/10/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 237 ,02/02/22,GUTS            ,                ,,
        70 ,H    ,01/28/12,07/08/17,   3 ,00000000 ,    0 ,    2 ,-        ,DRY        , 486 ,11/06/18,SPDC            ,SPCDC           ,,
        70 ,H    ,01/28/12,01/25/19,   4 ,00000000 ,    0 ,    2 ,-        ,DIED       ,  16 ,02/10/19,BLOAT           ,                ,,
        70 ,H    ,03/10/19,12/19/20,   1 ,09/21/21,    1 ,    0 ,TETDRRII ,DRY        , 277 ,09/22/21,ORBEN           ,ORBENIN         ,,
        71 ,H    ,08/09/18,09/04/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 404 ,10/13/21,ORBEN           ,ORBENIN         ,,
        71 ,H    ,08/09/18,12/06/21,   2 ,03/18/22,    1 ,    0 ,TETDRFII ,DRY        , 449 ,02/28/23,ORBEN           ,ORBENIN         ,,
        72 ,H    ,02/01/19,01/21/21,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 496 ,06/01/22,ORBEN           ,ORBENIN         ,,
        72 ,H    ,02/01/19,07/27/22,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 328 ,06/20/23,ALBADRY         ,ALBADRY         ,,
        74 ,H    ,10/11/12,12/26/17,   4 ,10/19/18,    3 ,    2 ,T        ,SOLD       , 345 ,12/06/18,CAR4            ,                ,,
        74 ,H    ,02/01/19,01/23/21,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 270 ,10/20/21,ORBEN           ,ORBENIN         ,,
        74 ,H    ,02/01/19,12/12/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 381 ,12/28/22,ORBEN           ,ORBENIN         ,,
        75 ,H    ,08/09/18,07/11/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 291 ,04/28/21,ALBADRY         ,ALBADRY         ,,
        75 ,H    ,08/09/18,07/06/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 329 ,05/31/22,ALBADRY         ,ALBADRY         ,,
        75 ,H    ,08/09/18,07/18/22,   3 ,03/06/23,    1 ,    0 ,TRMLLR   ,DRY        , 295 ,05/09/23,ORBEN           ,ORBENIN         ,,
        78 ,H    ,08/09/18,07/04/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 368 ,07/07/21,ORBEN           ,ORBENIN         ,,
        78 ,H    ,08/09/18,08/29/21,   2 ,03/24/22,    2 ,    0 ,BLKWLR   ,DRY        , 276 ,06/01/22,ORBEN           ,ORBENIN         ,,
        78 ,H    ,08/09/18,08/04/22,   3 ,08/11/23,    3 ,    2 ,TETDRR   ,DRY        , 299 ,05/30/23,ORBEN           ,ORBENIN         ,,
        79 ,H    ,08/09/18,06/14/20,   1 ,03/11/21,    1 ,    0 ,F        ,DRY        , 479 ,10/06/21,ORBEN           ,ORBENIN         ,,
        80 ,H    ,10/12/12,10/26/18,   5 ,03/22/19,    1 ,    7 ,D        ,SOLD       , 201 ,05/15/19,LONGS           ,                ,,
        81 ,H    ,08/09/18,09/03/20,   1 ,02/18/21,    1 ,    0 ,TRIM     ,DRY        , 328 ,07/28/21,ORBEN           ,ORBENIN         ,,
        81 ,H    ,08/09/18,09/22/21,   2 ,00000000 ,    0 ,    1 ,-        ,DIED       ,  74 ,12/05/21,DOWN            ,                ,,
        83 ,H    ,02/01/19,01/14/21,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 286 ,10/27/21,ORBEN           ,ORBENIN         ,,
        83 ,H    ,02/01/19,12/20/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 296 ,10/12/22,ORBEN           ,ORBENIN         ,,
        84 ,H    ,08/10/18,06/27/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 382 ,07/14/21,ORBEN           ,ORBENIN         ,,
        85 ,H    ,08/10/18,06/23/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 435 ,09/01/21,ORBEN           ,ORBENIN         ,,
        90 ,H    ,04/22/10,11/29/17,   6 ,00000000 ,    0 ,    0 ,-        ,DRY        , 373 ,12/07/18,SPDC            ,SPCDC           ,,
        90 ,H    ,04/22/10,03/08/19,   7 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 181 ,09/05/19,CAR3            ,                ,,
        91 ,H    ,08/11/18,06/15/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 331 ,05/12/21,ALBADRY         ,ALBADRY         ,,
        91 ,H    ,08/11/18,07/24/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 278 ,04/28/22,ALBADRY         ,ALBADRY         ,,
        91 ,H    ,08/11/18,07/14/22,   3 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 342 ,06/21/23,CAR4            ,                ,,
        93 ,H    ,08/11/18,09/10/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 307 ,07/14/21,ORBEN           ,ORBENIN         ,,
        96 ,H    ,08/12/18,06/22/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 324 ,05/12/21,ALBADRY         ,ALBADRY         ,,
        98 ,H    ,08/12/18,08/11/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 372 ,08/18/21,ORBEN           ,ORBENIN         ,,
        98 ,H    ,08/12/18,10/23/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 396 ,11/23/22,CAR4            ,                ,,
       100 ,H    ,08/13/18,07/31/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 285 ,05/12/21,ALBADRY         ,ALBADRY         ,,
       101 ,H    ,09/27/12,12/23/17,   4 ,10/08/18,    1 ,    1 ,TRIM     ,DRY        , 290 ,10/09/18,SPDC            ,SPCDC           ,,
       101 ,H    ,09/27/12,02/12/19,   5 ,08/29/19,    3 ,    2 ,TBLOCK   ,DRY        , 322 ,12/31/19,ALBA.MS         ,ALBADRY.MS      ,,
       101 ,H    ,09/27/12,03/18/20,   6 ,00000000 ,    0 ,    5 ,-        ,SOLD       , 209 ,10/13/20,OPEN            ,                ,,
       102 ,H    ,08/13/18,08/14/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 327 ,07/07/21,ORBEN           ,ORBENIN         ,,
       102 ,H    ,08/13/18,09/05/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 297 ,06/29/22,ORBEN           ,ORBENIN         ,,
       102 ,H    ,08/13/18,09/06/22,   3 ,00000000 ,    0 ,    0 ,-        ,DRY        , 308 ,07/11/23,ALBADRY         ,ALBADRY         ,,
       103 ,H    ,08/13/18,08/06/20,   1 ,00000000 ,    0 ,    1 ,-        ,DRY        , 349 ,07/21/21,ORBEN           ,ORBENIN         ,,
       103 ,H    ,08/13/18,09/07/21,   2 ,00000000 ,    0 ,    1 ,-        ,DRY        , 435 ,11/16/22,ORBEN           ,ORBENIN         ,,
       105 ,H    ,10/02/12,10/28/18,   4 ,10/29/18,    1 ,    0 ,TBLOCK   ,DRY        , 317 ,09/10/19,ALBADRY         ,ALBADRY         ,,
       105 ,H    ,10/02/12,11/18/19,   5 ,08/31/20,    3 ,    1 ,TBLOCK   ,SOLD       , 303 ,09/16/20,CAR4            ,                ,,
       109 ,H    ,08/14/18,08/04/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 442 ,10/20/21,ORBEN           ,ORBENIN         ,,
       109 ,H    ,08/14/18,11/29/21,   2 ,00000000 ,    0 ,    0 ,-        ,DIED       ,  16 ,12/15/21,DOWN            ,                ,,
       112 ,H    ,08/14/18,07/10/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 348 ,06/23/21,ORBEN           ,ORBENIN         ,,
       112 ,H    ,08/14/18,08/19/21,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 307 ,06/22/22,ORBEN           ,ORBENIN         ,,
       112 ,H    ,08/14/18,08/25/22,   3 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 201 ,03/14/23,CAR3            ,                ,,
       113 ,H    ,08/14/18,10/14/20,   1 ,00000000 ,    0 ,    1 ,-        ,DRY        , 280 ,07/21/21,ORBEN           ,ORBENIN         ,,
       113 ,H    ,08/14/18,09/17/21,   2 ,00000000 ,    0 ,    1 ,-        ,DRY        , 361 ,09/13/22,ORBEN           ,ORBENIN         ,,
       113 ,H    ,08/14/18,11/12/22,   3 ,00000000 ,    0 ,    1 ,-        ,SOLD       , 205 ,06/05/23,CAR4            ,                ,,
       115 ,H    ,06/27/12,11/29/17,   4 ,01/15/18,    1 ,    2 ,TBLOCK   ,DRY        , 342 ,11/06/18,ORBEN           ,ORBENIN         ,,
       115 ,H    ,06/27/12,01/10/19,   5 ,11/07/19,    2 ,    3 ,TBLOCK   ,SOLD       , 461 ,04/15/20,CAR4            ,                ,,
       122 ,H    ,09/01/16,08/09/18,   1 ,12/27/18,    1 ,    0 ,U        ,DRY        , 419 ,10/02/19,ALBADRY         ,ALBADRY         ,,
       122 ,H    ,09/01/16,11/30/19,   2 ,00000000 ,    0 ,    1 ,-        ,DRY        , 284 ,09/09/20,ALBADRY         ,ALBADRY         ,,
       122 ,H    ,09/01/16,11/18/20,   3 ,05/24/21,    1 ,    1 ,TRIM     ,DRY        , 370 ,11/23/21,ORBEN           ,ORBENIN         ,,
       122 ,H    ,09/01/16,02/04/22,   4 ,00000000 ,    0 ,    2 ,-        ,SOLD       , 318 ,12/19/22,CAR4            ,                ,,
       123 ,H    ,04/22/10,05/27/18,   7 ,08/24/18,    1 ,    0 ,TBLOCK   ,SOLD       , 232 ,01/14/19,CAR4            ,                ,,
       124 ,H    ,10/23/12,09/29/17,   3 ,00000000 ,    0 ,    3 ,-        ,SOLD       , 423 ,11/26/18,CAR4            ,                ,,
       125 ,H    ,07/01/12,12/18/18,   5 ,00000000 ,    0 ,    2 ,-        ,DIED       ,   0 ,12/18/18,OUT MATR        ,                ,,
