"ID","BDAT","FDAT","ARDAT","LACT","CBRD","XLAME","LLAME","PSTRG","Event","DIM","Date","Remark","Protocols","Technician",
         5 ,11/10/20,00000000 ,08/19/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 598 ,07/01/22,HFR TRIM        ,SPC-DC          ,,
        13 ,04/01/19,06/18/22,06/05/23,   2 ,J    ,    1 ,    0 ,    2 ,LAME       , 329 ,05/13/23,BLKTQQ          ,Toe/Punta,,
        18 ,04/21/18,03/11/20,03/17/21,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 314 ,01/19/21,TRM             ,,,
        22 ,04/23/18,05/13/20,08/03/20,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,  38 ,06/20/20,EXCFLHRH        ,Foot Rot Excd   ,,
        22 ,04/23/18,05/13/20,08/03/20,   1 ,X    ,    2 ,    0 ,    2 ,LAME       ,  72 ,07/24/20,BLKULHRH        ,Ulcer           ,,
        23 ,11/10/20,00000000 ,08/13/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 598 ,07/01/22,HFR TRIM        ,SPC-DC          ,,
        37 ,01/12/21,00000000 ,10/09/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 597 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
        39 ,02/28/21,00000000 ,12/24/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 611 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
        44 ,06/12/18,11/03/21,02/21/23,   3 ,J    ,    1 ,    0 ,    2 ,LAME       , 289 ,08/19/22,BLKWLF          ,White Line      ,Pedro Ch,
        44 ,06/12/18,11/03/21,02/21/23,   3 ,J    ,    2 ,    0 ,    2 ,LAME       , 366 ,11/04/22,BLKTLF          ,Toe/Punta,Pedro Ch,
        44 ,06/12/18,11/03/21,02/21/23,   3 ,J    ,    3 ,    0 ,    2 ,LAME       , 381 ,11/19/22,BLKTLF          ,Toe/Punta,Pedro Ch,
        44 ,06/12/18,11/03/21,02/21/23,   3 ,J    ,    3 ,    0 ,    2 ,FOOTRIM    , 399 ,12/07/22,TRM             ,Pedro Ch,,
        47 ,01/09/21,00000000 ,11/20/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 600 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
        47 ,01/09/21,11/20/22,00000000 ,   1 ,-    ,    1 ,    0 ,    2 ,LAME       , 105 ,03/05/23,TETDQQ          ,WART            ,Pedro Ch,
        51 ,02/12/21,00000000 ,11/16/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 566 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
        55 ,12/30/20,00000000 ,09/11/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 610 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
        60 ,12/10/20,00000000 ,09/12/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 586 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
        64 ,03/28/21,00000000 ,12/26/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 604 ,11/22/22,HFR TRIM        ,SPC-DC          ,,
        79 ,11/20/20,00000000 ,09/06/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 606 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
        80 ,02/21/21,00000000 ,12/01/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 590 ,10/04/22,HFR TRIM        ,SPC-DC          ,,
        82 ,11/10/20,00000000 ,08/28/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 598 ,07/01/22,HFR TRIM        ,SPC-DC          ,,
        82 ,11/10/20,08/28/22,00000000 ,   1 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 179 ,02/23/23,TRM             ,Pedro Ch,,
        83 ,01/12/21,00000000 ,10/04/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 597 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
        91 ,01/12/21,00000000 ,10/19/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 597 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
        92 ,12/20/20,00000000 ,09/23/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 620 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
        96 ,05/14/18,03/26/20,03/15/21,   1 ,J    ,    1 ,    0 ,    2 ,LAME       , 139 ,08/12/20,BLKWRF          ,White Line      ,,
        96 ,05/14/18,03/26/20,03/15/21,   1 ,J    ,    2 ,    0 ,    2 ,LAME       , 279 ,12/30/20,BLKURF          ,Ulcer           ,,
        96 ,05/14/18,03/26/20,03/15/21,   1 ,J    ,    3 ,    0 ,    2 ,LAME       , 292 ,01/12/21,BLKURF          ,Ulcer           ,,
       102 ,12/20/20,00000000 ,11/15/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 620 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
       102 ,12/20/20,11/15/22,00000000 ,   1 ,-    ,    1 ,    0 ,    2 ,LAME       ,  56 ,01/10/23,TETDQQ          ,WART            ,Pedro Ch,
       103 ,05/15/18,03/14/20,03/19/21,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 304 ,01/12/21,TRM             ,,,
       103 ,05/15/18,03/19/21,04/21/22,   2 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 138 ,08/04/21,TRM             ,                ,Hugo Alberto,
       103 ,05/15/18,03/19/21,04/21/22,   2 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 189 ,09/24/21,TRM             ,                ,,
       103 ,05/15/18,03/19/21,04/21/22,   2 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 333 ,02/15/22,TRM             ,                ,Hugo Alberto,
       107 ,05/15/18,03/03/20,03/24/21,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,   8 ,03/11/20,TRM             ,,,
       107 ,05/15/18,03/03/20,03/24/21,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 322 ,01/19/21,TRM             ,,,
       109 ,11/20/20,00000000 ,09/15/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 606 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       112 ,05/17/18,03/26/20,03/21/21,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 292 ,01/12/21,TRM             ,,,
       112 ,07/15/20,06/03/22,05/21/23,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 197 ,12/17/22,TRM             ,Pedro Ch,,
       112 ,07/15/20,05/21/23,00000000 ,   2 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 124 ,09/22/23,TRM             ,,,
       114 ,03/03/21,00000000 ,12/05/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 580 ,10/04/22,HFR TRIM        ,SPC-DC          ,,
       114 ,03/03/21,12/05/22,00000000 ,   1 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 289 ,09/20/23,TRM             ,Antonio Jamboa,,
       123 ,01/29/21,00000000 ,09/28/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 580 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
       126 ,03/03/21,00000000 ,10/31/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 580 ,10/04/22,HFR TRIM        ,SPC-DC          ,,
       126 ,03/03/21,10/31/22,07/03/23,   1 ,-    ,    1 ,    0 ,    2 ,LAME       ,  20 ,11/20/22,EXCFLRRR        ,Foot Rot Excd   ,Pedro Ch,
       128 ,05/19/18,03/19/20,12/18/20,   1 ,J    ,    1 ,    0 ,    2 ,LAME       , 253 ,11/27/20,TETDRH          ,WART            ,,
       129 ,12/10/20,00000000 ,10/01/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 586 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       131 ,08/05/20,04/24/22,04/21/23,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 132 ,09/03/22,TRM             ,Pedro Ch,,
       134 ,02/11/21,00000000 ,12/30/22,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 628 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       139 ,12/10/20,00000000 ,09/15/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 586 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       139 ,12/10/20,09/15/22,00000000 ,   1 ,-    ,    1 ,    0 ,    2 ,LAME       ,  38 ,10/23/22,TETDLR          ,WART            ,Pedro Ch,
       139 ,12/10/20,09/15/22,00000000 ,   1 ,-    ,    2 ,    0 ,    2 ,LAME       , 312 ,07/24/23,BLKWQQ          ,White Line      ,,
       142 ,02/16/21,00000000 ,02/08/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 657 ,12/05/22,HFR TRIM        ,SPC-DC          ,,
       142 ,02/16/21,02/08/23,00000000 ,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 129 ,06/17/23,TRM             ,,,
       146 ,01/12/21,00000000 ,10/25/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 597 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
       147 ,02/18/21,00000000 ,01/05/22,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 621 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       147 ,02/18/21,01/05/23,00000000 ,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 156 ,06/10/23,TRM             ,,,
       151 ,05/26/18,03/01/20,11/30/20,   1 ,X    ,    2 ,    0 ,    2 ,FOOTRIM    ,  97 ,06/06/20,TRM             ,,,
       151 ,05/26/18,03/01/20,11/30/20,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 153 ,08/01/20,BLKWRH          ,White Line      ,,
       151 ,05/26/18,03/01/20,11/30/20,   1 ,X    ,    2 ,    0 ,    2 ,LAME       , 180 ,08/28/20,BLKURH          ,Ulcer           ,,
       151 ,02/20/21,00000000 ,12/20/22,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 619 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       151 ,02/20/21,12/20/22,00000000 ,   1 ,J    ,    1 ,    0 ,    2 ,LAME       ,   1 ,12/21/22,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       151 ,02/20/21,12/20/22,00000000 ,   1 ,J    ,    2 ,    0 ,    2 ,LAME       ,  11 ,12/31/22,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       151 ,02/20/21,12/20/22,00000000 ,   1 ,J    ,    3 ,    0 ,    2 ,LAME       ,  12 ,01/01/23,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       151 ,02/20/21,12/20/22,00000000 ,   1 ,J    ,    4 ,    0 ,    2 ,LAME       ,  21 ,01/10/23,EXCFQQ          ,Foot Rot Excd   ,,
       151 ,02/20/21,12/20/22,00000000 ,   1 ,J    ,    5 ,    0 ,    2 ,LAME       ,  26 ,01/15/23,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       151 ,02/20/21,12/20/22,00000000 ,   1 ,J    ,    6 ,    0 ,    2 ,LAME       , 103 ,04/02/23,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       151 ,02/20/21,12/20/22,00000000 ,   1 ,J    ,    6 ,    0 ,    2 ,FOOTRIM    , 138 ,05/07/23,TRM             ,,,
       151 ,02/20/21,12/20/22,00000000 ,   1 ,J    ,    6 ,    0 ,    2 ,FOOTRIM    , 172 ,06/10/23,TRM             ,,,
       155 ,11/20/20,00000000 ,10/21/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 606 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       162 ,05/27/18,04/02/20,03/23/21,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 292 ,01/19/21,TRM             ,,,
       165 ,12/10/20,00000000 ,10/28/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 538 ,06/01/22,TRM             ,,,
       165 ,12/10/20,00000000 ,10/28/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 586 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       166 ,02/24/21,00000000 ,01/06/23,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 615 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       173 ,02/26/21,00000000 ,12/25/22,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 613 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       175 ,11/10/20,00000000 ,09/02/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 598 ,07/01/22,HFR TRIM        ,SPC-DC          ,,
       181 ,06/03/18,05/17/20,03/20/21,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 289 ,03/02/21,TRM             ,Hugo Alberto,,
       182 ,06/06/18,03/02/21,07/21/22,   2 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 224 ,10/12/21,TRM             ,Hugo Alberto,,
       182 ,06/06/18,03/02/21,07/21/22,   2 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 434 ,05/10/22,TRM             ,,,
       185 ,02/28/21,00000000 ,01/05/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 632 ,11/22/22,HFR TRIM        ,SPC-DC          ,,
       187 ,06/06/18,05/13/20,04/23/21,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 286 ,02/23/21,TRM             ,Hugo Alberto,,
       187 ,06/06/18,05/13/20,04/23/21,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 293 ,03/02/21,TRM             ,Hugo Alberto,,
       187 ,06/06/18,04/23/21,05/26/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 333 ,03/22/22,TRM             ,                ,,
       189 ,02/28/21,00000000 ,01/14/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 611 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       189 ,02/28/21,00000000 ,01/14/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 614 ,11/04/22,TRM             ,,,
       190 ,11/20/20,00000000 ,08/31/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 606 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       194 ,11/20/20,00000000 ,09/02/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 606 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       200 ,03/04/21,00000000 ,12/20/22,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 596 ,10/21/22,HFR TRIM        ,SPC-DC          ,,
       203 ,03/04/21,00000000 ,01/09/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 607 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       203 ,03/04/21,01/09/23,00000000 ,   1 ,J    ,    1 ,    0 ,    2 ,LAME       ,  11 ,01/20/23,TETDQQ          ,WART            ,Pedro Ch,
       203 ,03/04/21,01/09/23,00000000 ,   1 ,J    ,    1 ,    0 ,    2 ,FOOTRIM    ,  35 ,02/13/23,TRM             ,Pedro Ch,,
       203 ,03/04/21,01/09/23,00000000 ,   1 ,J    ,    1 ,    0 ,    2 ,FOOTRIM    , 194 ,07/22/23,TRM             ,,,
       203 ,03/04/21,01/09/23,00000000 ,   1 ,J    ,    1 ,    0 ,    2 ,FOOTRIM    , 265 ,10/01/23,TRM             ,Antonio Jamboa,,
       205 ,12/10/20,00000000 ,10/25/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 586 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       215 ,01/02/21,00000000 ,10/24/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 607 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
       217 ,03/09/21,00000000 ,01/23/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 623 ,11/22/22,HFR TRIM        ,SPC-DC          ,,
       220 ,03/09/21,00000000 ,02/27/23,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 636 ,12/05/22,HFR TRIM        ,SPC-DC          ,,
       228 ,03/13/21,00000000 ,12/29/22,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 619 ,11/22/22,HFR TRIM        ,SPC-DC          ,,
       234 ,03/15/21,00000000 ,12/26/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 596 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       235 ,03/13/21,12/24/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,   7 ,12/31/22,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       235 ,03/13/21,12/24/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,FOOTRIM    ,  22 ,01/15/23,TRM             ,Pedro Ch,,
       238 ,01/12/21,00000000 ,10/26/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 597 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
       243 ,12/10/20,00000000 ,08/27/22,   0 ,-    ,    1 ,    0 ,    2 ,FOOTRIM    , 586 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       243 ,12/10/20,00000000 ,08/27/22,   0 ,-    ,    1 ,    0 ,    2 ,LAME       , 599 ,08/01/22,EXCFLH          ,Foot Rot Excd   ,Pedro Ch,
       244 ,06/22/18,03/30/20,03/18/21,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 288 ,01/12/21,TRM             ,,,
       246 ,12/10/20,00000000 ,11/08/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 586 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       246 ,12/10/20,11/08/22,00000000 ,   1 ,-    ,    1 ,    0 ,    2 ,LAME       , 118 ,03/06/23,TETDQQ          ,WART            ,Pedro Ch,
       246 ,12/10/20,11/08/22,00000000 ,   1 ,-    ,    1 ,    0 ,    2 ,FOOTRIM    , 309 ,09/13/23,TRM             ,,,
       252 ,03/20/21,00000000 ,12/19/22,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 546 ,09/17/22,TRM             ,Pedro Ch,,
       252 ,03/20/21,00000000 ,12/19/22,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 591 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       252 ,03/20/21,12/19/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,  32 ,01/20/23,TETDQQ          ,WART            ,Pedro Ch,
       252 ,03/20/21,12/19/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,FOOTRIM    , 209 ,07/16/23,TRM             ,,,
       252 ,03/20/21,12/19/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,FOOTRIM    , 222 ,07/29/23,TRM             ,,,
       258 ,03/22/21,00000000 ,01/01/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 589 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       258 ,03/22/21,01/01/23,00000000 ,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 239 ,08/28/23,TRM             ,Antonio Jamboa,,
       260 ,03/22/21,00000000 ,12/17/22,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 589 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       260 ,03/22/21,12/17/22,00000000 ,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 198 ,07/03/23,TRM             ,,,
       261 ,11/30/20,00000000 ,10/04/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 596 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       262 ,03/22/21,00000000 ,01/05/23,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 589 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       264 ,12/10/20,00000000 ,09/21/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 586 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       264 ,12/10/20,09/21/22,08/21/23,   1 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 283 ,07/01/23,TRM             ,,,
       265 ,03/24/21,00000000 ,01/01/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 587 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       268 ,03/25/21,00000000 ,03/02/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 620 ,12/05/22,HFR TRIM        ,SPC-DC          ,,
       268 ,03/25/21,03/02/23,00000000 ,   1 ,J    ,    1 ,    0 ,    2 ,LAME       ,  23 ,03/25/23,TETDQQ          ,WART            ,Pedro Ch,
       275 ,03/23/21,00000000 ,12/06/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 609 ,11/22/22,HFR TRIM        ,SPC-DC          ,,
       275 ,03/23/21,12/06/22,00000000 ,   1 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 288 ,09/20/23,TRM             ,Antonio Jamboa,,
       279 ,06/28/18,05/10/20,04/26/21,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 289 ,02/23/21,TRM             ,Hugo Alberto,,
       280 ,02/11/21,00000000 ,11/26/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 567 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
       280 ,02/11/21,11/26/22,00000000 ,   1 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 187 ,06/01/23,TRM             ,Pedro Ch,,
       280 ,02/11/21,11/26/22,00000000 ,   1 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 291 ,09/13/23,TRM             ,,,
       281 ,03/30/21,00000000 ,01/19/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 581 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       289 ,03/10/21,00000000 ,12/17/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 601 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       289 ,03/10/21,12/17/22,00000000 ,   1 ,-    ,    1 ,    0 ,    2 ,LAME       , 135 ,05/01/23,BLKTQQ          ,Toe/Punta,,
       292 ,04/03/21,00000000 ,12/21/22,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 577 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       298 ,04/06/21,00000000 ,12/22/22,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 574 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       302 ,11/20/20,00000000 ,09/02/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 606 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       303 ,04/08/21,00000000 ,01/05/22,   0 ,H    ,    0 ,    0 ,    2 ,FOOTRIM    , 572 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       303 ,04/08/21,01/05/23,00000000 ,   1 ,H    ,    0 ,    0 ,    2 ,FOOTRIM    , 164 ,06/18/23,TRM             ,,,
       307 ,08/25/20,06/01/22,00000000 ,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 138 ,10/17/22,TRM             ,Pedro Ch,,
       307 ,08/25/20,06/01/22,00000000 ,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 334 ,05/01/23,TRM             ,,,
       308 ,04/09/21,00000000 ,01/10/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 560 ,10/21/22,HFR TRIM        ,SPC-DC          ,,
       311 ,12/13/20,00000000 ,09/26/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 583 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       314 ,03/05/21,00000000 ,12/10/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 606 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       315 ,11/20/20,00000000 ,09/07/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 606 ,07/19/22,HFR TRIM        ,SPC-DC          ,,
       321 ,04/14/21,00000000 ,12/17/22,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 566 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       323 ,04/15/21,00000000 ,12/15/22,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 565 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       324 ,11/10/20,00000000 ,09/09/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 598 ,07/01/22,HFR TRIM        ,SPC-DC          ,,
       325 ,12/20/20,00000000 ,10/28/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 620 ,09/01/22,HFR TRIM        ,SPC-DC          ,,
       328 ,04/17/21,00000000 ,01/17/23,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 584 ,11/22/22,HFR TRIM        ,SPC-DC          ,,
       328 ,04/17/21,01/17/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,   3 ,01/20/23,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       328 ,04/17/21,01/17/23,00000000 ,   1 ,X    ,    2 ,    0 ,    2 ,LAME       , 130 ,05/27/23,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       330 ,04/18/21,00000000 ,01/11/23,   0 ,J    ,    1 ,    0 ,    2 ,FOOTRIM    , 583 ,11/22/22,HFR TRIM        ,SPC-DC          ,,
       330 ,04/18/21,01/11/23,00000000 ,   1 ,J    ,    0 ,    1 ,    2 ,FOOTRIM    , 228 ,08/27/23,TRM             ,Antonio Jamboa,,
       332 ,03/10/21,00000000 ,12/16/22,   0 ,-    ,    0 ,    0 ,    2 ,FOOTRIM    , 601 ,11/01/22,HFR TRIM        ,SPC-DC          ,,
       342 ,04/21/21,00000000 ,02/08/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 593 ,12/05/22,HFR TRIM        ,SPC-DC          ,,
       346 ,04/25/21,00000000 ,02/16/23,   0 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 589 ,12/05/22,HFR TRIM        ,SPC-DC          ,,
       346 ,04/25/21,02/16/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,  79 ,05/06/23,TETDQQ          ,WART            ,,
       347 ,04/26/21,00000000 ,02/27/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 588 ,12/05/22,HFR TRIM        ,SPC-DC          ,,
       347 ,04/26/21,02/27/23,00000000 ,   1 ,J    ,    1 ,    0 ,    2 ,LAME       ,  13 ,03/12/23,EXCFQQ          ,Foot Rot Excd   ,Pedro Ch,
       347 ,04/26/21,02/27/23,00000000 ,   1 ,J    ,    2 ,    0 ,    2 ,LAME       ,  21 ,03/20/23,TETDQQ          ,WART            ,Pedro Ch,
       351 ,07/12/18,05/18/20,06/04/21,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 316 ,03/30/21,TRM             ,Hugo Alberto,,
       353 ,04/27/21,00000000 ,02/15/23,   0 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 587 ,12/05/22,HFR TRIM        ,SPC-DC          ,,
       356 ,11/01/17,08/04/21,06/01/23,   3 ,J    ,    1 ,    3 ,    2 ,LAME       , 165 ,01/16/22,BLKURH          ,Ulcer           ,Hugo Alberto,
