"ID","CBRD","BDAT","FDAT","LACT","FTDAT","XLAME","LLAME","LMREM","Event","DIM","Date","Remark","Protocols","Technician",
       265 ,J    ,03/24/21,00000000 ,   0 ,03/24/21,    0 ,    0 ,-        ,DIED       , 648 ,01/01/23,INJURY          ,                ,,
       275 ,-    ,03/23/21,12/06/22,   1 ,09/20/23,    0 ,    0 ,-        ,DRY        , 295 ,09/27/23,SPCDC           ,SPECTRA-DC.IM   ,,
       279 ,J    ,06/28/18,05/10/20,   1 ,02/23/21,    0 ,    0 ,-        ,DRY        , 296 ,03/02/21,SPCDC           ,SPECTRA-DC.IM   ,,
       280 ,-    ,02/11/21,11/26/22,   1 ,09/13/23,    0 ,    0 ,-        ,DRY        , 298 ,09/20/23,SPCDC           ,SPECTRA-DC.IM   ,,
       281 ,J    ,03/30/21,01/19/23,   1 ,03/30/21,    0 ,    0 ,-        ,SOLD       ,  49 ,03/09/23,DIGESTIV        ,                ,Teodoro,
       286 ,X    ,06/10/18,05/10/22,   3 ,03/01/22,    0 ,    0 ,-        ,DRY        , 331 ,04/06/23,SPCDC           ,SPECTRA-DC.IM   ,,
       314 ,-    ,03/05/21,12/10/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  11 ,12/21/22,2T MILK         ,                ,Teodoro,
       319 ,J    ,07/05/18,07/05/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 163 ,12/15/20,SPCDC           ,SPECTRA-DC.IM   ,,
       351 ,J    ,07/12/18,05/18/20,   1 ,03/30/21,    0 ,    0 ,-        ,DRY        , 323 ,04/06/21,SPCDC           ,SPECTRA-DC.IM   ,,
       351 ,J    ,07/12/18,06/04/21,   2 ,03/30/21,    0 ,    0 ,-        ,DIED       ,  18 ,06/22/21,INJURY          ,                ,,
       356 ,J    ,11/01/17,08/04/21,   3 ,01/22/23,    1 ,    3 ,BLKURH   ,SOLD       , 666 ,06/01/23,NO MILK         ,                ,Teodoro,
       361 ,J    ,07/14/18,05/18/20,   1 ,09/18/20,    1 ,    0 ,LEGIRH   ,DIED       , 319 ,04/02/21,INJURY          ,                ,,
       366 ,-    ,12/20/20,00000000 ,   0 ,00000000 ,    0 ,    0 ,-        ,DIED       , 663 ,10/14/22,UNKNOWN         ,                ,,
       372 ,X    ,07/15/18,05/24/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 401 ,06/29/21,SPCDC           ,SPECTRA-DC.IM   ,,
       372 ,X    ,07/15/18,07/30/21,   2 ,09/18/21,    1 ,    0 ,LEGIRH   ,SOLD       ,  52 ,09/20/21,                ,                ,,
       375 ,J    ,07/16/18,05/08/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 298 ,03/02/21,SPCDC           ,SPECTRA-DC.IM   ,,
       394 ,X    ,07/18/18,05/18/20,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 231 ,01/04/21,SICK            ,                ,,
       398 ,J    ,07/19/18,05/28/20,   1 ,03/17/21,    0 ,    0 ,-        ,DRY        , 299 ,03/23/21,SPCDC           ,SPECTRA-DC.IM   ,,
       398 ,J    ,07/19/18,05/18/21,   2 ,04/06/22,    1 ,    0 ,BLKWRF   ,DRY        , 329 ,04/12/22,SPCDC           ,SPECTRA-DC.IM   ,,
       411 ,X    ,06/10/18,07/13/21,   2 ,06/01/22,    1 ,    1 ,TETDLH   ,DRY        , 330 ,06/08/22,SPCDC           ,SPECTRA-DC.IM   ,,
       411 ,X    ,06/10/18,08/15/22,   3 ,06/01/22,    0 ,    2 ,-        ,SOLD       ,   8 ,08/23/22,INJURY          ,                ,Teodoro,
       432 ,-    ,03/03/21,12/08/22,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       ,  23 ,12/31/22,DIGESTIV        ,                ,,
       442 ,-    ,02/26/21,12/08/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  25 ,01/02/23,INJURY          ,                ,Teodoro,
       443 ,-    ,03/08/21,01/03/23,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,   9 ,01/12/23,BLOAT           ,                ,Teodoro,
       455 ,-    ,12/10/20,10/09/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  45 ,11/23/22,DIGESTIV        ,                ,Teodoro,
       463 ,-    ,02/28/21,00000000 ,   0 ,00000000 ,    0 ,    0 ,-        ,DIED       , 647 ,12/07/22,DIGESTIV        ,                ,,
       466 ,-    ,02/16/21,11/26/22,   1 ,09/13/23,    1 ,    0 ,TETDLF   ,DRY        , 298 ,09/20/23,SPCDC           ,SPECTRA-DC.IM   ,,
       481 ,-    ,02/21/21,11/10/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  18 ,11/28/22,DIGESTIV        ,                ,Teodoro,
       488 ,-    ,03/23/21,12/22/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  21 ,01/12/23,METABOLI        ,                ,Teodoro,
       496 ,-    ,07/20/21,11/14/22,   1 ,11/16/22,    1 ,    0 ,LEGIRF   ,SOLD       ,   3 ,11/17/22,INJURY          ,                ,Teodoro,
       502 ,X    ,06/10/18,04/27/21,   2 ,05/17/22,    0 ,    0 ,-        ,DRY        , 392 ,05/24/22,SPCDC           ,SPECTRA-DC.IM   ,,
       503 ,X    ,06/10/18,04/20/22,   3 ,02/08/23,    0 ,    1 ,-        ,DRY        , 301 ,02/15/23,SPCDC           ,SPECTRA-DC.IM   ,,
       507 ,J    ,07/31/18,06/18/20,   1 ,04/06/21,    1 ,    0 ,EXCFLH   ,DRY        , 299 ,04/13/21,SPCDC           ,SPECTRA-DC.IM   ,,
       508 ,J    ,07/31/18,05/15/20,   1 ,03/03/21,    0 ,    0 ,-        ,DRY        , 298 ,03/09/21,SPCDC           ,SPECTRA-DC.IM   ,,
       513 ,-    ,03/03/21,12/08/22,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       ,  25 ,01/02/23,DIGESTIV        ,                ,,
       516 ,-    ,02/16/21,11/21/22,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       , 172 ,05/12/23,UNKNOWN         ,                ,,
       519 ,J    ,08/25/20,05/14/22,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 298 ,03/08/23,SPCDC           ,SPECTRA-DC.IM   ,,
       522 ,-    ,02/01/21,10/21/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  24 ,11/14/22,LAME            ,                ,Teodoro,
       528 ,J    ,07/06/21,02/19/23,   1 ,07/06/21,    0 ,    0 ,-        ,SOLD       , 183 ,08/21/23,NO MILK         ,                ,Teodoro,
       534 ,-    ,12/10/20,11/26/22,   1 ,09/13/23,    0 ,    0 ,-        ,DRY        , 298 ,09/20/23,SPCDC           ,SPECTRA-DC.IM   ,,
       546 ,J    ,08/06/18,05/20/20,   1 ,03/09/21,    0 ,    0 ,-        ,DRY        , 300 ,03/16/21,SPCDC           ,SPECTRA-DC.IM   ,,
       546 ,J    ,08/06/18,05/08/21,   2 ,03/15/22,    0 ,    0 ,-        ,DRY        , 318 ,03/22/22,SPCDC           ,                ,,
       549 ,X    ,08/07/18,05/19/20,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 301 ,03/16/21,SPCDC           ,SPECTRA-DC.IM   ,,
       549 ,X    ,08/07/18,05/01/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  97 ,08/06/21,LEG             ,                ,,
       553 ,J    ,08/20/20,05/11/22,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 322 ,03/29/23,SPCDC           ,SPECTRA-DC.IM   ,,
       573 ,X    ,06/10/18,05/12/21,   2 ,05/19/21,    1 ,    0 ,EXCFLH   ,DRY        , 363 ,05/10/22,SPCDC           ,SPECTRA-DC.IM   ,,
       573 ,X    ,06/10/18,07/19/22,   3 ,09/04/22,    0 ,    1 ,-        ,SOLD       , 118 ,11/14/22,INJURY          ,                ,Teodoro,
       591 ,J    ,07/23/20,04/22/22,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 341 ,03/29/23,SPCDC           ,SPECTRA-DC.IM   ,,
       591 ,J    ,07/23/20,05/28/23,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,   4 ,06/01/23,EMPHYSEM        ,                ,Teodoro,
       624 ,-    ,02/18/21,12/09/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  31 ,01/09/23,DIGESTIV        ,                ,Teodoro,
       639 ,-    ,02/08/21,11/26/22,   1 ,09/13/23,    0 ,    0 ,-        ,DRY        , 298 ,09/20/23,SPCDC           ,SPECTRA-DC.IM   ,,
       643 ,-    ,02/18/21,11/16/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  19 ,12/05/22,KESTOSIS        ,                ,Teodoro,
       654 ,-    ,02/21/21,11/27/22,   1 ,12/15/22,    1 ,    0 ,BLKWQQ   ,SOLD       ,  22 ,12/19/22,LAME            ,                ,Teodoro,
       666 ,X    ,08/01/17,08/29/21,   3 ,06/07/22,    1 ,    0 ,TETDRH   ,DRY        , 289 ,06/14/22,SPCDC           ,SPECTRA-DC.IM   ,,
       676 ,-    ,03/03/21,12/07/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  82 ,02/27/23,NO MILK         ,                ,Teodoro,
       688 ,-    ,02/01/21,10/24/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  21 ,11/14/22,METRITIS        ,                ,Teodoro,
       701 ,-    ,02/21/21,12/02/22,   1 ,09/20/23,    0 ,    0 ,-        ,DRY        , 299 ,09/27/23,SPCDC           ,SPECTRA-DC.IM   ,,
       713 ,J    ,07/23/20,05/16/22,   1 ,10/09/22,    1 ,    0 ,TETDRF   ,DRY        , 296 ,03/08/23,SPCDC           ,SPECTRA-DC.IM   ,,
       727 ,J    ,04/06/17,11/05/21,   3 ,07/16/22,    1 ,    0 ,LEGILF   ,SOLD       , 255 ,07/18/22,LAME            ,                ,Marvin M.,
       737 ,-    ,03/25/21,12/31/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 271 ,09/28/23,PNEU            ,                ,Teodoro,
       743 ,X    ,04/12/17,08/06/21,   3 ,06/07/22,    2 ,    1 ,TRMR     ,DRY        , 312 ,06/14/22,SPCDC           ,SPECTRA-DC.IM   ,,
       753 ,J    ,09/07/16,08/09/21,   4 ,06/07/22,    1 ,    2 ,TETDRH   ,DRY        , 309 ,06/14/22,SPCDC           ,SPECTRA-DC.IM   ,,
       803 ,-    ,03/20/21,12/18/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  15 ,01/02/23,2T MILK         ,                ,Teodoro,
       819 ,-    ,04/25/20,03/06/22,   1 ,12/22/22,    0 ,    0 ,-        ,DRY        , 297 ,12/28/22,SPCDC           ,SPECTRA-DC.IM   ,,
       824 ,-    ,03/28/21,12/23/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 129 ,05/01/23,ULCER           ,                ,Teodoro,
       835 ,-    ,02/18/21,12/01/22,   1 ,09/20/23,    0 ,    0 ,-        ,DRY        , 300 ,09/27/23,SPCDC           ,SPECTRA-DC.IM   ,,
       860 ,J    ,01/25/18,12/04/21,   3 ,00000000 ,    0 ,    0 ,-        ,DRY        , 305 ,10/05/22,SPCDC           ,SPECTRA-DC.IM   ,,
       860 ,J    ,01/25/18,11/23/22,   4 ,09/13/23,    0 ,    0 ,-        ,DRY        , 301 ,09/20/23,SPCDC           ,SPECTRA-DC.IM   ,,
       870 ,-    ,03/03/21,12/03/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  12 ,12/15/22,DIGESTIV        ,                ,Teodoro,
       871 ,-    ,03/15/21,12/18/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  15 ,01/02/23,EDEMA           ,                ,Teodoro,
       895 ,J    ,08/01/20,06/10/22,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 300 ,04/06/23,SPCDC           ,SPECTRA-DC.IM   ,,
       898 ,-    ,03/03/21,12/04/22,   1 ,09/20/23,    0 ,    0 ,-        ,DRY        , 297 ,09/27/23,SPCDC           ,SPECTRA-DC.IM   ,,
       912 ,-    ,02/11/21,11/24/22,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       ,  61 ,01/24/23,INJURY          ,                ,,
       914 ,J    ,07/24/20,04/14/22,   1 ,11/11/22,    0 ,    0 ,-        ,DRY        , 335 ,03/15/23,SPCDC           ,SPECTRA-DC.IM   ,,
       923 ,-    ,02/16/21,11/20/22,   1 ,09/28/23,    0 ,    0 ,-        ,DRY        , 311 ,09/27/23,SPCDC           ,SPECTRA-DC.IM   ,,
       946 ,-    ,12/10/20,10/20/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  14 ,11/03/22,DIGESTIV        ,                ,Teodoro,
       953 ,-    ,03/25/21,12/16/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  27 ,01/12/23,DA MILK         ,                ,Teodoro,
       973 ,-    ,03/23/21,12/24/22,   1 ,00000000 ,    0 ,    0 ,-        ,DIED       ,  23 ,01/16/23,UNKNOWN         ,                ,,
       977 ,-    ,03/23/21,12/26/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  21 ,01/16/23,NO MILK         ,                ,Teodoro,
       978 ,-    ,05/26/20,02/19/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 474 ,06/08/23,NO MILK         ,                ,Teodoro,
       990 ,-    ,05/28/20,04/12/22,   1 ,02/23/23,    0 ,    0 ,-        ,DRY        , 323 ,03/01/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1038 ,J    ,07/19/17,08/03/21,   3 ,05/18/22,    4 ,    1 ,BLKWRF   ,DRY        , 294 ,05/24/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1038 ,J    ,07/19/17,07/25/22,   4 ,05/18/22,    0 ,    5 ,-        ,DIED       ,   2 ,07/27/22,SHOT            ,                ,,
      1053 ,-    ,03/22/21,12/15/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  35 ,01/19/23,2T MILK         ,                ,Teodoro,
      1063 ,-    ,03/28/21,12/26/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 143 ,05/18/23,3T MAST         ,                ,Teodoro,
      1072 ,X    ,07/31/17,07/21/21,   3 ,06/01/22,    0 ,    1 ,-        ,DRY        , 322 ,06/08/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1072 ,X    ,07/31/17,08/09/22,   4 ,06/01/22,    0 ,    1 ,-        ,DIED       ,  25 ,09/03/22,UNKNOWN         ,                ,,
      1096 ,-    ,11/20/20,11/01/22,   1 ,09/13/23,    2 ,    0 ,EXCFQQ   ,DRY        , 323 ,09/20/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1149 ,J    ,07/26/20,06/04/22,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 298 ,03/29/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1162 ,-    ,06/20/20,03/07/22,   1 ,02/01/23,    0 ,    0 ,-        ,DRY        , 338 ,02/08/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1215 ,-    ,03/25/21,12/25/22,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  22 ,01/16/23,DIGESTIV        ,                ,Teodoro,
      1225 ,-    ,06/29/20,04/19/22,   1 ,00000000 ,    0 ,    0 ,-        ,DRY        , 344 ,03/29/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1247 ,-    ,03/28/21,01/06/23,   1 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  31 ,02/06/23,BLOAT           ,                ,Teodoro,
      1252 ,-    ,07/10/20,04/04/22,   1 ,09/03/22,    1 ,    0 ,LEGILR   ,DRY        , 296 ,01/25/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1253 ,X    ,12/29/18,11/08/21,   2 ,00000000 ,    0 ,    0 ,-        ,SOLD       , 192 ,05/19/22,                ,                ,,
      1270 ,J    ,09/08/18,08/15/21,   2 ,05/24/22,    0 ,    1 ,-        ,DRY        , 289 ,05/31/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1270 ,J    ,09/08/18,08/15/21,   2 ,05/24/22,    0 ,    1 ,-        ,SOLD       , 431 ,10/20/22,ABTOPEN         ,                ,Teodoro,
      1279 ,J    ,08/01/17,05/12/22,   4 ,03/01/22,    0 ,    0 ,-        ,DRY        , 300 ,03/08/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1288 ,X    ,09/08/18,07/13/21,   2 ,05/24/22,    0 ,    0 ,-        ,DRY        , 322 ,05/31/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1288 ,X    ,09/08/18,07/13/21,   2 ,05/24/22,    0 ,    0 ,-        ,DIED       , 381 ,07/29/22,SHOT            ,                ,,
      1303 ,J    ,07/24/20,04/11/22,   1 ,11/03/22,    0 ,    0 ,-        ,DRY        , 317 ,02/22/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1333 ,J    ,09/15/18,07/22/21,   2 ,05/03/22,    0 ,    0 ,-        ,DRY        , 292 ,05/10/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1376 ,J    ,05/20/21,02/25/23,   1 ,05/20/21,    0 ,    0 ,-        ,DIED       ,  23 ,03/20/23,DIGESTIV        ,                ,,
      1381 ,J    ,03/01/19,04/24/22,   2 ,01/29/23,    0 ,    0 ,-        ,DRY        , 339 ,03/29/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1388 ,-    ,01/28/19,04/09/22,   2 ,02/22/23,    0 ,    0 ,-        ,DRY        , 326 ,03/01/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1393 ,J    ,03/19/19,05/18/22,   2 ,02/04/23,    0 ,    0 ,-        ,DRY        , 301 ,03/15/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1396 ,-    ,01/26/19,04/12/22,   2 ,07/12/22,    0 ,    0 ,-        ,DRY        , 323 ,03/01/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1396 ,-    ,01/26/19,04/17/23,   3 ,07/12/22,    0 ,    0 ,-        ,DIED       ,  10 ,04/27/23,CLOSTRID        ,                ,,
      1398 ,J    ,05/01/19,05/29/22,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 298 ,03/23/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1398 ,J    ,05/01/19,05/15/23,   3 ,00000000 ,    0 ,    0 ,-        ,SOLD       ,  42 ,06/26/23,2T MILK         ,                ,Teodoro,
      1414 ,X    ,08/29/18,07/02/22,   3 ,07/06/22,    1 ,    1 ,TETDLH   ,SOLD       ,  37 ,08/08/22,LAME            ,                ,,
      1453 ,X    ,01/27/19,02/15/22,   2 ,12/07/22,    1 ,    0 ,ASPDEXA  ,DRY        , 303 ,12/15/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1456 ,J    ,09/07/18,07/31/20,   1 ,05/25/21,    0 ,    0 ,-        ,DRY        , 305 ,06/01/21,SPCDC           ,SPECTRA-DC.IM   ,,
      1457 ,J    ,08/25/20,06/02/22,   1 ,10/17/22,    0 ,    0 ,-        ,DRY        , 300 ,03/29/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1487 ,J    ,08/30/18,07/24/21,   2 ,05/03/22,    0 ,    0 ,-        ,DRY        , 290 ,05/10/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1487 ,J    ,08/30/18,07/11/22,   3 ,05/18/23,    0 ,    0 ,-        ,DRY        , 317 ,05/24/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1499 ,X    ,02/02/19,01/02/22,   2 ,12/22/22,    0 ,    0 ,-        ,DRY        , 360 ,12/28/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1505 ,X    ,08/21/18,09/03/21,   2 ,12/19/21,    1 ,    0 ,TETDRFRH ,SOLD       , 570 ,03/27/23,FAT             ,                ,Teodoro,
      1506 ,X    ,02/06/19,12/23/21,   2 ,10/12/22,    0 ,    0 ,-        ,DRY        , 300 ,10/19/22,SPCDC           ,SPECTRA-DC.IM   ,,
      1521 ,J    ,05/01/19,05/31/22,   2 ,11/28/22,    0 ,    0 ,-        ,DRY        , 296 ,03/23/23,SPCDC           ,SPECTRA-DC.IM   ,,
      1521 ,J    ,05/01/19,05/20/23,   3 ,11/28/22,    0 ,    0 ,-        ,SOLD       ,  19 ,06/08/23,2T MILK         ,                ,Teodoro,
      1539 ,X    ,09/17/18,06/27/22,   3 ,07/02/22,    1 ,    1 ,EXCFLHRH ,DIED       ,  15 ,07/12/22,INJURY          ,                ,,
      1544 ,J    ,04/01/19,05/16/22,   2 ,00000000 ,    0 ,    0 ,-        ,DRY        , 303 ,03/15/23,SPCDC           ,SPECTRA-DC.IM   ,,
